kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;europese_voertuigcategorie;plaats_chassisnummer;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;maximum_massa_samenstelling;subcategorie_nederland;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;laadvermogen;aanhangwagen_autonoom_geremd;aanhangwagen_middenas_geremd;type;vervaldatum_apk;maximum_massa_trekken_ongeremd;vervaldatum_tachograaf;vervaldatum_apk_dt;vervaldatum_tachograaf_dt;oplegger_geremd;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;maximum_ondersteunende_snelheid;aantal_staanplaatsen;maximale_constructiesnelheid;hoogte_voertuig;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_trekken_massa_geremd;hoogte_voertuig_minimum;hoogte_voertuig_maximum;gem_lading_wrde;verticale_belasting_koppelpunt_getrokken_voertuig;aerodyn_voorz;verl_cab_ind;massa_alt_aandr;type_gasinstallatie;bruto_bpm;zuinigheidsclassificatie;catalogusprijs
00XGJ6;Personenauto;VOLVO;V70;20120606;stationwagen;BLAUW;Niet geregistreerd;4;1511;1611;20120606;20120606;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2012-06-06T00:00:00.000;2012-06-06T00:00:00.000;2012-06-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2210;0;3810;;5;1596;2210;;;;B;20240606;750;;2024-06-06T00:00:00.000;;;e9*2001/116*0065*15;BW48;BW48HB??;0;0.00;;;;;;1600;;;;;;;;;9064;C;47782
00XGX2;Personenauto;VOLVO;XC60;20200418;stationwagen;GRIJS;Niet geregistreerd;4;1606;1706;20120607;20120607;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat v. voorzitting;0.10;277;Nee;Nee;Nee;2023;Logisch;00;Ja;2020-04-18T00:00:00.000;2012-06-07T00:00:00.000;2012-06-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2270;0;4070;;5;1999;2270;;;;D;20240406;750;;2024-04-06T00:00:00.000;;;e9*2001/116*0068*10;DZ47;DZ475B??;0;0.00;;;;;;1800;;;;;;;;;15248;D;59174
00XHB2;Personenauto;VOLVO;V50;20140617;MPV;ZWART;Niet geregistreerd;4;1290;1390;20120608;20120608;Geen verstrekking in Open Data;Ja;4;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2014-06-17T00:00:00.000;2012-06-08T00:00:00.000;2012-06-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;452;0;1900;0;3200;;5;1560;1900;;;;M;20230628;695;;2023-06-28T00:00:00.000;;;e4*2001/116*0076*25;MW84;MW84F1??;0;0.00;;;;;;1300;;;;;;;;;4712;A;31034
00XHG7;Personenauto;VOLVO;V70;20190411;stationwagen;ZWART;Niet geregistreerd;5;1566;1666;20120613;20120613;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.07;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2019-04-11T00:00:00.000;2012-06-13T00:00:00.000;2012-06-13T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2300;0;3900;;5;1984;2300;;;;B;20240405;750;;2024-04-05T00:00:00.000;;;e9*2001/116*0065*15;BW88;BW88A1??;0;0.00;;;;;;1600;;;;;;;;;9181;B;45122
00XHG8;Personenauto;VOLVO;V70;20171031;stationwagen;ZWART;Niet geregistreerd;4;1503;1603;20120614;20120614;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2017-10-31T00:00:00.000;2012-06-14T00:00:00.000;2012-06-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2210;0;3810;;5;1596;2210;;;;B;20231026;750;;2023-10-26T00:00:00.000;;;e9*2001/116*0065*16;BW48;BW48HB??;0;0.00;;;;;;1600;;;;;;;;;8989;C;46906
00XHK2;Personenauto;VOLVO;V60;20140214;stationwagen;BLAUW;Niet geregistreerd;4;1437;1537;20120808;20120808;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2014-02-14T00:00:00.000;2012-08-08T00:00:00.000;2012-08-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2100;0;3700;;5;1596;2100;;;;F;20240223;750;;2024-02-23T00:00:00.000;;;e9*2007/46*0023*08;FW45;FW45C1??;0;0.00;;;;;;1600;;;;;;;;;5331;A;38290
00XHN5;Personenauto;VOLVO;C30;20210808;coupe;ZWART;Niet geregistreerd;4;1254;1354;20120620;20120620;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-08-08T00:00:00.000;2012-06-20T00:00:00.000;2012-06-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;427;0;1780;0;3080;;4;1560;1780;;;;M;20231013;650;;2023-10-13T00:00:00.000;;;e4*2001/116*0076*26;MK84;MK84F1??;0;0.00;;;;;;1300;;;;;;;;;;A;19720
00XHT1;Personenauto;VOLVO;V70;20210309;stationwagen;ZWART;Niet geregistreerd;5;1574;1674;20120615;20120615;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.07;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-03-09T00:00:00.000;2012-06-15T00:00:00.000;2012-06-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2300;0;3900;;5;1984;2300;;;;B;20230706;750;;2023-07-06T00:00:00.000;;;e9*2001/116*0065*10;BW52;BW5251??;0;0.00;;;;;;1600;;;;;;;;;10067;B;48446
00XHT2;Personenauto;VOLVO;S60;20160902;sedan;ZWART;Niet geregistreerd;4;1389;1489;20120614;20120614;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2022;Logisch;00;Ja;2016-09-02T00:00:00.000;2012-06-14T00:00:00.000;2012-06-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2020;0;3620;;5;1596;2020;;;;F;20230831;744;;2023-08-31T00:00:00.000;;;e9*2007/46*0023*08;FS45;FS45C1??;0;0.00;;;;;;1600;;;;;;;;;4808;A;36190
00XHZ3;Personenauto;VOLVO;C30;20120622;coupe;ZWART;Niet geregistreerd;4;1254;1354;20120622;20120622;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2012-06-22T00:00:00.000;2012-06-22T00:00:00.000;2012-06-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;427;0;1780;0;3080;;4;1560;1780;;;;M;20230711;650;;2023-07-11T00:00:00.000;;;e4*2001/116*0076*26;MK84;MK84F1??;0;0.00;;;;;;1300;;;;;;;;;;A;19720
00XJF9;Personenauto;VOLVO;S60;20220912;sedan;GRIJS;Niet geregistreerd;4;1386;1486;20120620;20120620;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2022;Logisch;00;Ja;2022-09-12T00:00:00.000;2012-06-20T00:00:00.000;2012-06-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2020;0;3620;;5;1596;2020;;;;F;20230720;743;;2023-07-20T00:00:00.000;;;e9*2007/46*0023*07;FS45;FS45C1??;0;0.00;;;;;;1600;;;;;;;;;5066;A;39220
00XJJ4;Personenauto;VOLVO;V60;20230513;stationwagen;ZWART;Niet geregistreerd;4;1432;1532;20120622;20120622;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2023-05-13T00:00:00.000;2012-06-22T00:00:00.000;2012-06-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2100;0;3700;;5;1596;2100;;;;F;20240426;750;;2024-04-26T00:00:00.000;;;e9*2007/46*0023*07;FW45;FW45C1??;0;0.00;;;;;;1600;;;;;;;;;5324;A;38209
00XJJ5;Personenauto;VOLVO;V60;20160513;stationwagen;ZWART;Niet geregistreerd;4;1437;1537;20120626;20120626;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2016-05-13T00:00:00.000;2012-06-26T00:00:00.000;2012-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2100;0;3700;;5;1596;2100;;;;F;20240416;750;;2024-04-16T00:00:00.000;;;e9*2007/46*0023*08;FW45;FW45C1??;0;0.00;;;;;;1600;;;;;;;;;5433;A;39490
00XJL2;Personenauto;VOLVO;C30;20181031;coupe;ZWART;Niet geregistreerd;4;1254;1354;20120628;20120628;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2018-10-31T00:00:00.000;2012-06-28T00:00:00.000;2012-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;427;0;1780;0;3080;;4;1560;1780;;;;M;20240422;650;;2024-04-22T00:00:00.000;;;e4*2001/116*0076*26;MK84;MK84F1??;0;0.00;;;;;;1300;;;;;;;;;;A;25720
00XJL3;Personenauto;VOLVO;C30;20200514;coupe;GRIJS;Niet geregistreerd;4;1254;1354;20120629;20120629;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2020-05-14T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;427;0;1780;0;3080;;4;1560;1780;;;;M;20240523;650;;2024-05-23T00:00:00.000;;;e4*2001/116*0076*26;MK84;MK84F1??;0;0.00;;;;;;1300;;;;;;;;;;A;25720
00XJP3;Personenauto;VOLVO;V60;20161210;stationwagen;WIT;Niet geregistreerd;4;1437;1537;20120627;20120627;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2016-12-10T00:00:00.000;2012-06-27T00:00:00.000;2012-06-27T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2100;0;3700;;5;1596;2100;;;;F;20230713;750;;2023-07-13T00:00:00.000;;;e9*2007/46*0023*08;FW45;FW45C1??;0;0.00;;;;;;1600;;;;;;;;;5722;A;42875
00XJT1;Personenauto;VOLVO;C30;20191101;coupe;ZWART;Niet geregistreerd;4;1254;1354;20120629;20120629;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2022;Logisch;00;Ja;2019-11-01T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;427;0;1780;0;3080;;4;1560;1780;;;;M;20230701;650;;2023-07-01T00:00:00.000;;;e4*2001/116*0076*26;MK84;MK84F1??;0;0.00;;;;;;1300;;;;;;;;;;A;25720
00XJZ4;Personenauto;VOLVO;V40;;MPV;BRUIN;Niet geregistreerd;4;1268;1368;20120620;20120620;Geen verstrekking in Open Data;Nee;4;4;M1;r. bodemplaat by voorzitting;0.08;265;Ja;Nee;Nee;2021;Logisch;00;Nee;;2012-06-20T00:00:00.000;2012-06-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;437;0;1910;0;3210;;5;1596;1910;;;;M;20220418;650;;2022-04-18T00:00:00.000;;;e4*2001/116*0076*27;MV45;MV4551??;0;0.00;;;;;;1300;;;;;;;;;3928;A;35956
00XJZ6;Personenauto;VOLVO;V60;20220907;stationwagen;GRIJS;Niet geregistreerd;4;1437;1537;20120626;20120626;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2022-09-07T00:00:00.000;2012-06-26T00:00:00.000;2012-06-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2100;0;3700;;5;1596;2100;;;;F;20240515;750;;2024-05-15T00:00:00.000;;;e9*2007/46*0023*08;FW45;FW45C1??;0;0.00;;;;;;1600;;;;;;;;;5139;A;36045
00XKJ2;Personenauto;VOLVO;C30;20180321;coupe;GRIJS;Niet geregistreerd;4;1254;1354;20120705;20120705;Geen verstrekking in Open Data;Ja;2;4;M1;midden op schutbord onder motorkap;0.06;264;Nee;Nee;Nee;2023;Logisch;00;Ja;2018-03-21T00:00:00.000;2012-07-05T00:00:00.000;2012-07-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;427;0;1780;0;3080;;4;1560;1780;;;;M;20240429;650;;2024-04-29T00:00:00.000;;;e4*2001/116*0076*26;MK84;MK84F1??;0;0.00;;;;;;1300;;;;;;;;;;A;22925
00XKR6;Personenauto;VOLVO;V70;20210227;stationwagen;ZWART;Niet geregistreerd;5;1575;1675;20120628;20120628;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.07;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-02-27T00:00:00.000;2012-06-28T00:00:00.000;2012-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2310;0;3910;;5;1984;2310;;;;B;20240415;750;;2024-04-15T00:00:00.000;;;e9*2001/116*0065*15;BW88;BW88A0??;0;0.00;;;;;;1600;;;;;;;;;10451;C;47916
00XLG5;Personenauto;VOLVO;V60;20180531;stationwagen;BLAUW;Niet geregistreerd;5;1516;1616;20120706;20120706;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2018-05-31T00:00:00.000;2012-07-06T00:00:00.000;2012-07-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2200;0;3800;;5;1984;2200;;;;F;20230530;750;;2023-05-30T00:00:00.000;;;e9*2007/46*0023*08;FW88;FW88A0??;0;0.00;;;;;;1600;;;;;;;;;10219;C;45190
00XLS4;Personenauto;VOLVO;V70;20170318;stationwagen;GRIJS;Niet geregistreerd;5;1566;1666;20120629;20120629;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.07;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2017-03-18T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2300;0;3900;;5;1984;2300;;;;B;20240315;750;;2024-03-15T00:00:00.000;;;e9*2001/116*0065*14;BW88;BW88A1??;0;0.00;;;;;;1600;;;;;;;;;9181;B;45122
00XLS5;Personenauto;VOLVO;V60;20210811;stationwagen;GRIJS;Niet geregistreerd;4;1437;1537;20120628;20120628;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2021-08-11T00:00:00.000;2012-06-28T00:00:00.000;2012-06-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2100;0;3700;;5;1596;2100;;;;F;20230809;750;;2023-08-09T00:00:00.000;;;e9*2007/46*0023*08;FW45;FW45C1??;0;0.00;;;;;;1600;;;;;;;;;5215;A;36930
00XLS6;Personenauto;VOLVO;V60;20180411;stationwagen;BLAUW;Niet geregistreerd;4;1437;1537;20120629;20120629;Geen verstrekking in Open Data;Ja;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Nee;Nee;Nee;2023;Logisch;00;Ja;2018-04-11T00:00:00.000;2012-06-29T00:00:00.000;2012-06-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2100;0;3700;;5;1596;2100;;;;F;20240411;750;;2024-04-11T00:00:00.000;;;e9*2007/46*0023*09;FW45;FW45C1??;0;0.00;;;;;;1600;;;;;;;;;5126;A;35890
00XNN2;Personenauto;VOLVO;V70;20200608;stationwagen;ZWART;Niet geregistreerd;4;1487;1587;20120831;20120831;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.08;282;Nee;Nee;Nee;2023;Logisch;00;Ja;2020-06-08T00:00:00.000;2012-08-31T00:00:00.000;2012-08-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2190;0;3790;;5;1596;2190;;;;B;20240605;750;;2024-06-05T00:00:00.000;;;e9*2001/116*0065*16;BW48;BW48C1??;0;0.00;;;;;;1600;;;;;;;;;7582;B;46535
00XPG3;Personenauto;VOLVO;V60;;stationwagen;GRIJS;Niet geregistreerd;5;1501;1601;20120716;20120716;Geen verstrekking in Open Data;Nee;4;4;M1;r. bodemplaat by voorzitting;0.07;278;Ja;Nee;Nee;2022;Onlogisch;04;Nee;;2012-07-16T00:00:00.000;2012-07-16T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;463;0;2180;1;3780;;5;1984;2180;;;;F;20230716;750;;2023-07-16T00:00:00.000;;;e9*2007/46*0023*05;FW88;FW88A1??;0;0.00;;;;;;1600;;;;;;;;;8347;B;40390
00XPG4;Personenauto;VOLVO;V70;;stationwagen;BLAUW;Niet geregistreerd;5;1577;1677;20120718;20120718;Geen verstrekking in Open Data;Nee;4;4;M1;onder r. voorzitting;0.07;282;Ja;Nee;Nee;2022;Logisch;00;Nee;;2012-07-18T00:00:00.000;2012-07-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2300;0;3900;;5;1984;2300;;;;B;20220821;750;;2022-08-21T00:00:00.000;;;e9*2001/116*0065*17;BW88;BW88A1??;0;0.00;;;;;;1600;;;;;;;;;8084;A;50399
00XRL4;Personenauto;VOLVO;XC90;;MPV;GRIJS;Niet geregistreerd;5;2044;2144;20120705;20120705;Geen verstrekking in Open Data;Nee;4;4;M1;midden tegen schutbord onder motorkap;0.07;286;Ja;Nee;Nee;2022;Logisch;00;Nee;;2012-07-05T00:00:00.000;2012-07-05T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;481;0;2750;0;5000;;7;2400;2750;;;;C;20230726;750;;2023-07-26T00:00:00.000;;;e9*2001/116*0046*26;CZ30;CZ3056??;0;0.00;;;;;;2250;;;;;;;;;25150;F;66365
00XRS3;Personenauto;VOLVO;V70;20200615;stationwagen;ZWART;Niet geregistreerd;6;1703;1803;20100728;20120705;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.13;282;Nee;Nee;Nee;2023;Geen oordeel;05;Ja;2020-06-15T00:00:00.000;2010-07-28T00:00:00.000;2012-07-05T00:00:00.000;0;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;2410;;4410;;5;2953;2410;;;;;20240411;750;;2024-04-11T00:00:00.000;;;;;;;;;;;;;2000;;;;;;;;;9522;;73921
00XRT4;Personenauto;VOLVO;V70;20200924;stationwagen;GRIJS;Niet geregistreerd;5;1592;1692;20110503;20120728;Geen verstrekking in Open Data;Ja;4;4;M1;onder r. voorzitting;0.07;282;Nee;Nee;Nee;2022;Geen oordeel;05;Ja;2020-09-24T00:00:00.000;2011-05-03T00:00:00.000;2012-07-28T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;0;0;482;0;2310;0;3910;;5;1984;2310;;;;B;20230923;750;;2023-09-23T00:00:00.000;;;e9*2001/116*0065*11;BW52;BW5250??;0;0.00;;;;;;1600;;;;;;;;;11131;C;48230
